CustomerID,R,F,M,label
12446,-35.04931660135407,-840.2890733056709,-1051.9564601198708,一般发展客户
12447,150.92637784309036,-1001.2890733056709,-1577.7764601198708,一般挽留客户
12448,-48.08820549024296,-948.2890733056709,-1604.8164601198707,一般发展客户
12449,-70.08820549024296,361.71092669432915,2013.0235398801306,重要保持客户
12450,63.873600065312594,-1063.2890733056709,-1856.3864601198707,一般挽留客户
12451,-81.87570549024296,5383.710926694329,6981.253539880128,重要保持客户
12452,-75.95070549024297,-1006.2890733056709,-1623.6964601198706,一般发展客户
12453,41.89651673197926,-718.2890733056709,-1347.1764601198709,一般挽留客户
12454,-36.23195549024296,-185.28907330567085,1474.0735398801294,重要发展客户
12455,-19.16112215690963,897.7109266943291,412.5935398801262,重要保持客户
12456,-48.126399934687406,441.71092669432915,1126.7735398801274,重要保持客户
12457,-26.065288823576296,-348.28907330567085,308.9635398801288,重要发展客户
12458,-21.156955490242964,-685.2890733056709,-1106.8664601198707,一般发展客户
12461,1.779155620868148,-904.2890733056709,-1227.3864601198707,一般挽留客户
12462,-73.89723326802074,-655.2890733056709,-864.6764601198706,一般发展客户
12463,-39.08681660135407,-415.28907330567085,-709.486460119871,一般发展客户
12464,-82.07917771246518,-1079.2890733056709,-842.216460119871,一般发展客户
12465,-75.20487215690963,-712.2890733056709,-1312.0764601198707,一般发展客户
12468,95.00207228753482,-825.2890733056709,-1324.7264601198708,一般挽留客户
12471,-90.16945549024297,7020.710926694329,17769.783539880074,重要保持客户
12472,-60.09862215690963,2956.710926694329,4517.843539880132,重要保持客户
12473,-63.08820549024296,1247.7109266943291,1884.2835398801294,重要保持客户
12474,-75.12501104579852,3655.710926694329,5321.523539880127,重要保持客户
12475,-38.938205490242964,-656.2890733056709,-1330.8864601198707,一般发展客户
12476,-77.04237215690964,1216.7109266943291,4762.153539880133,重要保持客户
12477,-69.92501104579851,2461.710926694329,11165.47353988012,重要保持客户
12478,-88.92848326802074,-955.2890733056709,-1373.2764601198705,一般发展客户
12479,-81.07431660135407,-806.2890733056709,-1527.0664601198707,一般发展客户
12480,-64.13403882357629,515.7109266943291,1227.3635398801307,重要保持客户
12481,-69.86806660135407,2112.710926694329,3542.0535398801317,重要保持客户
12483,-75.22431660135408,-81.28907330567085,430.71353988013016,重要发展客户
12484,-59.99862215690963,999.7109266943291,2487.4535398801304,重要保持客户
12488,-82.88264993468741,-662.2890733056709,-755.6064601198709,一般发展客户
12489,243.9347111764237,-1086.2890733056709,-1719.336460119871,一般挽留客户
12490,-87.18612215690963,1872.7109266943291,3363.6635398801277,重要保持客户
12491,-54.02709437913185,-931.2890733056709,-1593.8664601198707,一般发展客户
12492,-29.150011045798518,-999.2890733056709,-1791.0564601198707,一般发展客户
12493,73.05693339864592,-984.2890733056709,-1620.5264601198708,一般挽留客户
12494,-76.91320549024296,-484.28907330567085,-808.1664601198702,一般发展客户
12497,-11.03473326802074,44.710926694329146,-1011.1664601198709,一般保持客户
12498,-71.05139993468741,-1032.2890733056709,-1650.5664601198707,一般发展客户
12500,-69.19514993468741,1486.7109266943291,2203.55353988013,重要保持客户
12501,243.9659611764237,591.7109266943291,115.12353988012865,重要价值客户
12502,2.9909611764237036,-371.28907330567085,1669.6035398801291,重要挽留客户
12504,-74.1826499346874,-1101.2890733056709,-1572.2164601198708,一般发展客户
12506,140.11457228753483,-1168.2890733056709,-1980.7664601198708,一般挽留客户
12507,41.77082228753481,-297.28907330567085,-749.4564601198708,一般挽留客户
12508,-66.16528882357629,-919.2890733056709,-1655.9964601198708,一般发展客户
12509,191.87082228753482,-1136.2890733056709,-1877.7664601198708,一般挽留客户
12510,50.058322287534814,-838.2890733056709,-1071.6964601198706,一般挽留客户
12512,-26.13612215690963,-1092.2890733056709,-1916.2364601198708,一般发展客户
12513,20.033322287534816,-729.2890733056709,-1441.9764601198708,一般挽留客户
12514,174.7923500653126,-751.2890733056709,-1036.5864601198705,一般挽留客户
12515,260.83054450975703,-1060.2890733056709,-1670.5664601198707,一般挽留客户
12516,-14.89862215690963,-316.28907330567085,-742.2064601198708,一般发展客户
12517,-64.10070549024296,179.71092669432915,448.57353988012756,重要保持客户
12518,-91.9402888235763,126.71092669432915,2.6235398801286465,重要保持客户
12519,-28.907649934687406,-1008.2890733056709,-1713.4264601198709,一般发展客户
12520,-13.155566601354074,247.71092669432915,579.9935398801294,重要保持客户
12521,50.033322287534816,-882.2890733056709,-1454.5864601198707,一般挽留客户
12522,-53.160427712465186,-997.2890733056709,-1861.5464601198707,一般发展客户
12523,-73.0527888235763,-326.28907330567085,-264.4964601198701,一般发展客户
12524,-83.16112215690963,2507.710926694329,2431.4535398801286,重要保持客户
12526,-92.02084437913186,-559.2890733056709,-737.6064601198702,一般发展客户
12527,-11.01112215690963,-957.2890733056709,-1705.5564601198707,一般发展客户
12528,-83.12570549024296,-435.28907330567085,-120.78646011987007,一般发展客户
12530,-33.038205490242966,-278.28907330567085,-391.9864601198715,一般发展客户
12531,-77.98126104579852,-1146.2890733056709,-1929.0464601198707,一般发展客户
12532,-62.088899934687404,-1038.2890733056709,-1704.4364601198708,一般发展客户
12534,38.05068339864592,-540.2890733056709,-965.0864601198707,一般挽留客户
12535,-0.8812610457985185,-972.2890733056709,-1337.9164601198706,一般发展客户
12536,-49.11181660135407,1611.7109266943291,10547.563539880135,重要保持客户
12538,-63.2340388235763,-1000.2890733056709,-1690.3164601198707,一般发展客户
12539,-70.07709437913185,875.7109266943291,3514.083539880124,重要保持客户
12540,-72.99445549024296,5493.710926694329,11345.97353988012,重要保持客户
12541,-62.95903882357629,-511.28907330567085,-1073.0864601198705,一般发展客户
12544,-56.191677712465186,-1055.2890733056709,-1681.5664601198707,一般发展客户
12545,-17.08334437913185,-668.2890733056709,-1053.876460119871,一般发展客户
12546,-46.02084437913185,-558.2890733056709,-892.7664601198708,一般发展客户
12547,104.95901673197926,-1057.2890733056709,-1846.4664601198708,一般挽留客户
12548,73.83610006531259,-1142.2890733056709,-1959.0664601198707,一般挽留客户
12550,-13.122233268020741,-622.2890733056709,-1089.4364601198713,一般发展客户
12551,265.0111000653126,-1091.2890733056709,-1886.2664601198708,一般挽留客户
12552,-53.932649934687404,-1103.2890733056709,-1616.4464601198708,一般发展客户
12553,-84.20764993468741,773.7109266943291,1638.0135398801303,重要保持客户
12556,-42.060427712465184,-833.2890733056709,-1450.5564601198712,一般发展客户
12557,-76.22223326802074,3192.710926694329,9936.693539880129,重要保持客户
12558,-84.95973326802074,-995.2890733056709,-1784.3064601198707,一般发展客户
12559,218.07637784309037,-908.2890733056709,-1492.5564601198707,一般挽留客户
12560,-87.09376104579852,-81.28907330567085,79.74353988012945,重要发展客户
12561,209.99998895420148,-1014.2890733056709,-1815.4164601198709,一般挽留客户
12562,-84.23681660135408,587.7109266943291,1727.4735398801317,重要保持客户
12564,168.86387784309036,-1058.2890733056709,-1597.3664601198707,一般挽留客户
12565,196.04512784309037,-1111.2890733056709,-1908.3464601198707,一般挽留客户
12566,-6.118761045798519,-926.2890733056709,-1702.6164601198707,一般发展客户
12567,-69.97431660135408,3113.710926694329,7347.013539880123,重要保持客户
12569,-90.19792771246519,609.7109266943291,2070.423539880129,重要保持客户
12571,-52.944455490242966,-668.2890733056709,-1534.6564601198709,一般发展客户
12572,-83.90348326802074,-739.2890733056709,-1033.8464601198705,一般发展客户
12573,134.82429450975704,-1107.2890733056709,-1893.7264601198708,一般挽留客户
12574,223.09651673197925,-1130.2890733056709,-1835.8164601198707,一般挽留客户
12576,-56.938899934687406,-224.28907330567085,-738.4364601198711,一般发展客户
12577,-57.07292771246519,-719.2890733056709,-1396.4664601198706,一般发展客户
12578,-71.07709437913185,4.710926694329146,740.2435398801285,重要保持客户
12579,-14.233344379131852,-906.2890733056709,-1613.8464601198707,一般发展客户
12580,154.05207228753483,-953.2890733056709,-1638.5664601198707,一般挽留客户
12581,-52.88681660135408,-1030.2890733056709,-1856.5564601198707,一般发展客户
12582,146.12082228753482,-891.2890733056709,-1542.9064601198709,一般挽留客户
12583,-89.85278882357629,3868.710926694329,5227.113539880122,重要保持客户
12584,-88.91389993468741,-775.2890733056709,283.88353988012886,重要发展客户
12585,141.91665562086814,87.71092669432915,-14.166460119871772,一般价值客户
12586,-75.19792771246519,-1112.2890733056709,-1857.3264601198707,一般发展客户
12587,-85.04723326802075,-1140.2890733056709,-1910.2664601198708,一般发展客户
12588,-53.1402888235763,-1138.2890733056709,-1839.3664601198707,一般发展客户
12589,-63.944455490242966,-885.2890733056709,-1407.5864601198707,一般发展客户
12590,118.86596117642371,3091.710926694329,7809.9935398801335,重要价值客户
12591,224.87776673197925,-963.2890733056709,-1601.4164601198709,一般挽留客户
12592,-0.14237215690962962,-901.2890733056709,-1616.6664601198709,一般发展客户
12593,15.955544509757036,-985.2890733056709,-1636.1664601198709,一般挽留客户
12594,-55.02848326802074,585.7109266943291,1283.9535398801277,重要保持客户
12596,-41.057649934687404,-717.2890733056709,-1435.9964601198708,一般发展客户
12597,-73.07917771246518,1044.7109266943291,1756.9535398801308,重要保持客户
12598,-83.02709437913185,772.7109266943291,968.8135398801282,重要保持客户
12599,-63.07987215690963,-235.28907330567085,-1021.6864601198702,一般发展客户
12600,-63.95139993468741,-417.28907330567085,544.7735398801296,重要发展客户
12601,97.05693339864592,-946.2890733056709,-1477.2064601198708,一般挽留客户
12602,-33.98820549024296,-1029.2890733056709,-1901.1464601198707,一般发展客户
12603,-70.96042771246519,-1128.2890733056709,-1315.066460119871,一般发展客户
12604,-13.10348326802074,-990.2890733056709,-1800.086460119871,一般发展客户
12607,-32.185427712465184,36.710926694329146,-474.7564601198708,一般保持客户
12609,-14.20487215690963,-543.2890733056709,-927.4164601198706,一般发展客户
12610,-69.91320549024296,-142.28907330567085,45.2735398801301,重要发展客户
12611,-40.064594379131854,-345.28907330567085,-860.9464601198708,一般发展客户
12612,-18.163899934687407,-929.2890733056709,-1350.2264601198708,一般发展客户
12613,-35.13889993468741,452.71092669432915,1290.1135398801275,重要保持客户
12614,185.0534611764237,-1115.2890733056709,-1738.6664601198709,一般挽留客户
12615,-90.14098326802075,184.71092669432915,236.92353988012974,重要保持客户
12616,2.8486000653125925,-907.2890733056709,-1340.9664601198708,一般挽留客户
12617,-63.125011045798516,-978.2890733056709,-1698.7364601198706,一般发展客户
12618,-70.97987215690964,-1095.2890733056709,-1876.9564601198708,一般发展客户
12619,-76.13403882357629,2186.710926694329,1586.9735398801295,重要保持客户
12620,-77.94514993468741,-10.289073305670854,-714.8564601198709,一般发展客户
12621,-90.9902888235763,6248.710926694329,11635.40353988013,重要保持客户
12622,139.79165562086814,-1122.2890733056709,-1874.1664601198709,一般挽留客户
12623,183.90901673197925,-1000.2890733056709,-1749.1664601198709,一般挽留客户
12624,13.85762784309037,-836.2890733056709,-1413.1364601198707,一般挽留客户
12625,119.07290562086814,420.71092669432915,629.5535398801289,重要价值客户
12626,-69.18542771246518,2261.710926694329,4566.213539880127,重要保持客户
12627,-82.01945549024296,1560.7109266943291,2424.263539880129,重要保持客户
12628,-88.06667771246518,-743.2890733056709,-1267.806460119871,一般发展客户
12630,-82.96459437913185,-643.2890733056709,-783.3864601198709,一般发展客户
12631,-35.093066601354074,-955.2890733056709,-1413.7664601198705,一般发展客户
12633,-34.000705490242964,-29.289073305670854,109.71353988012879,重要发展客户
12635,-2.975705490242963,-19.289073305670854,-365.0864601198707,一般发展客户
12637,-25.088205490242963,1810.7109266943291,3967.63353988013,重要保持客户
12638,-59.063899934687406,-614.2890733056709,-1382.5764601198707,一般发展客户
12639,145.9520722875348,-990.2890733056709,-1568.1664601198709,一般挽留客户
12640,-69.00903882357629,-880.2890733056709,-879.6864601198708,一般发展客户
12641,22.925683398645926,-1119.2890733056709,-1868.3664601198707,一般挽留客户
12642,-67.14167771246518,-639.2890733056709,-1041.0064601198708,一般发展客户
12643,35.94651673197926,616.7109266943291,1290.3735398801296,重要价值客户
12644,37.04582228753481,-866.2890733056709,-1576.3564601198707,一般挽留客户
12645,-59.04098326802074,-107.28907330567085,-279.08646011987025,一般发展客户
12646,-87.94098326802074,-294.28907330567085,-707.2964601198705,一般发展客户
12647,-70.05348326802074,239.71092669432915,1668.5535398801303,重要保持客户
12648,61.98887784309037,-1031.2890733056709,-1736.2164601198708,一般挽留客户
12649,14.873600065312592,-605.2890733056709,-1430.756460119871,一般挽留客户
12650,-89.20487215690963,-937.2890733056709,-1739.8264601198707,一般发展客户
12651,241.9534611764237,-1113.2890733056709,-1940.2664601198708,一般挽留客户
12652,238.86040562086814,-686.2890733056709,-1134.286460119871,一般挽留客户
12653,56.04026673197926,-272.28907330567085,155.5835398801296,重要挽留客户
12654,-81.93820549024296,-927.2890733056709,-1452.2864601198708,一般发展客户
12656,-75.08542771246519,531.7109266943291,1996.9035398801311,重要保持客户
12657,-81.17223326802075,-147.28907330567085,-411.0864601198707,一般发展客户
12658,-73.94653882357629,-871.2890733056709,-1368.2164601198706,一般发展客户
12659,-63.00973326802074,-1086.2890733056709,-1962.5864601198707,一般发展客户
12660,-81.07431660135407,-1064.2890733056709,-1809.1664601198709,一般发展客户
12662,-92.0138999346874,866.7109266943291,1795.5135398801276,重要保持客户
12664,-84.22778882357629,11.710926694329146,2827.6135398801284,重要保持客户
12665,232.1284611764237,-1154.2890733056709,-1991.2664601198708,一般挽留客户
12667,-34.222927712465186,-796.2890733056709,-1434.1364601198707,一般发展客户
12668,-80.97014993468741,442.71092669432915,1752.8835398801311,重要保持客户
12669,58.07290562086815,-76.28907330567085,689.7635398801299,重要挽留客户
12670,-82.15556660135407,205.71092669432915,941.7835398801299,重要保持客户
12672,237.09651673197925,-1113.2890733056709,-1828.3664601198707,一般挽留客户
12673,-87.09445549024296,-840.2890733056709,-1443.7464601198708,一般发展客户
12674,-54.02292771246518,-58.289073305670854,-83.66646011987018,一般发展客户
12676,-68.03195549024296,-521.2890733056709,-722.8764601198702,一般发展客户
12678,-50.059038823576294,9731.71092669433,15574.193539880132,重要保持客户
12679,-34.035427712465186,-637.2890733056709,-941.2464601198706,一般发展客户
12680,-92.04931660135408,-748.2890733056709,-1191.4564601198708,一般发展客户
12681,-77.99584437913185,6344.710926694329,11733.27353988013,重要保持客户
12682,-88.93126104579852,4383.710926694329,10233.953539880127,重要保持客户
12683,-88.2027888235763,3795.710926694329,6422.303539880128,重要保持客户
12684,-84.92639993468741,793.7109266943291,229.36353988012888,重要保持客户
12685,-64.08820549024296,331.71092669432915,808.8135398801296,重要保持客户
12686,279.0749889542015,-1084.2890733056709,-1965.1264601198707,一般挽留客户
12688,21.118044509757038,1836.7109266943291,2819.543539880134,重要价值客户
12689,-66.86945549024296,-563.2890733056709,-806.6564601198709,一般发展客户
12690,113.10415562086814,-1085.2890733056709,-1665.2564601198708,一般挽留客户
12691,-64.2152888235763,-797.2890733056709,-1018.4664601198708,一般发展客户
12693,34.74165562086815,-936.2890733056709,-1198.356460119871,一般挽留客户
12694,-22.060427712465184,-682.2890733056709,-1184.596460119871,一般发展客户
12695,-85.07153882357629,-971.2890733056709,-1472.1664601198709,一般发展客户
12697,-63.880566601354076,-683.2890733056709,-1096.6764601198709,一般发展客户
12700,-84.9638999346874,1775.7109266943291,2885.7235398801354,重要保持客户
12701,-12.963899934687408,-513.2890733056709,-1256.5564601198707,一般发展客户
12702,-72.95626104579851,-1138.2890733056709,-1835.2664601198708,一般发展客户
12703,-21.259038823576297,-1027.2890733056709,-1770.7164601198708,一般发展客户
12704,-85.06667771246518,-185.28907330567085,286.5735398801294,重要发展客户
12705,-77.06806660135408,2805.710926694329,4814.023539880132,重要保持客户
12707,199.12568339864592,-935.2890733056709,-1450.8464601198707,一般挽留客户
12708,-62.92570549024296,115.71092669432915,658.64353988013,重要保持客户
12709,-77.16598326802074,2744.710926694329,7682.253539880121,重要保持客户
12710,3.985405620868148,-340.28907330567085,-905.2464601198701,一般挽留客户
12712,-63.86112215690963,-129.28907330567085,2341.8635398801284,重要发展客户
12713,-92.02570549024296,-683.2890733056709,-1205.716460119871,一般发展客户
12714,-83.16945549024297,1877.7109266943291,2654.5935398801234,重要保持客户
12715,13.84512784309037,-994.2890733056709,-1700.4064601198709,一般挽留客户
12716,-88.88612215690964,-483.28907330567085,-1000.7764601198712,一般发展客户
12717,58.869433398645924,-685.2890733056709,-1023.2864601198708,一般挽留客户
12718,-21.207649934687407,-988.2890733056709,-1816.0164601198708,一般发展客户
12719,-87.08751104579852,-817.2890733056709,-1409.316460119871,一般发展客户
12720,-89.85001104579852,3480.710926694329,3727.4635398801306,重要保持客户
12721,-61.02362215690963,767.7109266943291,601.8635398801302,重要保持客户
12722,-7.132649934687407,-625.2890733056709,-1056.636460119871,一般发展客户
12723,-88.94445549024296,-757.2890733056709,-1329.196460119871,一般发展客户
12724,-87.1826499346874,-746.2890733056709,-1022.8564601198709,一般发展客户
12725,278.82915562086816,-1027.2890733056709,-1626.4664601198708,一般挽留客户
12726,-64.08056660135408,1951.7109266943291,554.8335398801296,重要保持客户
12727,-82.00487215690963,906.7109266943291,1926.4335398801295,重要保持客户
12728,-21.16112215690963,-772.2890733056709,-1217.9364601198708,一般发展客户
12729,20.999294509757036,-958.2890733056709,-1601.2564601198706,一般挽留客户
12731,-69.0138999346874,7245.710926694329,16841.643539880133,重要保持客户
12732,87.00415562086815,-1080.2890733056709,-1818.0064601198706,一般挽留客户
12733,141.80554450975703,-1054.2890733056709,-1670.3164601198707,一般挽留客户
12734,259.95276673197924,-1103.2890733056709,-1943.8664601198707,一般挽留客户
12735,222.91804450975704,-823.2890733056709,-1274.696460119871,一般挽留客户
12736,240.15415562086815,-1018.2890733056709,-1820.2664601198708,一般挽留客户
12738,279.71665562086815,-1043.2890733056709,-1898.9164601198709,一般挽留客户
12739,-14.056261045798518,-705.2890733056709,-1041.2264601198708,一般发展客户
12740,-28.961816601354073,-849.2890733056709,-1626.6664601198709,一般发展客户
12743,41.80415562086815,-872.2890733056709,-1507.836460119871,一般挽留客户
12744,-40.98542771246519,4049.710926694329,19225.023539880123,重要保持客户
12747,-90.1215388235763,83.71092669432915,2141.7435398801304,重要保持客户
12748,-92.02848326802074,24555.71092669433,31665.463539880446,重要保持客户
12749,-88.92848326802074,279.71092669432915,2036.6135398801302,重要保持客户
12750,36.10137784309037,-1054.2890733056709,-1778.3864601198707,一般挽留客户
12752,-11.07848326802074,1070.7109266943291,2312.513539880128,重要保持客户
12753,-69.96737215690963,10229.71092669433,19375.12353988013,重要保持客户
12754,143.11040562086814,5289.710926694329,956.473539880129,重要价值客户
12755,187.9562389542015,299.71092669432915,1757.6835398801286,重要价值客户
12756,-5.91112215690963,-1047.2890733056709,-1942.1864601198708,一般发展客户
12757,-77.03542771246518,1210.7109266943291,5802.833539880128,重要保持客户
12758,24.053461176423703,943.7109266943291,737.3235398801303,重要价值客户
12759,-40.131955490242966,-289.28907330567085,-522.82646011987,一般发展客户
12762,-84.94723326802074,35.710926694329146,-155.74646011987033,一般保持客户
12763,45.89373895420148,-875.2890733056709,-1560.1864601198708,一般挽留客户
12764,224.05554450975703,-805.2890733056709,-360.38646011987043,一般挽留客户
12766,-88.87987215690963,2454.710926694329,4935.363539880129,重要保持客户
12769,146.05137784309036,-835.2890733056709,-910.6664601198706,一般挽留客户
12770,118.08748895420148,-448.28907330567085,-702.816460119871,一般挽留客户
12772,-32.902788823576294,-635.2890733056709,-1161.7964601198705,一般发展客户
12775,-75.20417771246518,-314.28907330567085,-668.2264601198704,一般发展客户
12778,-72.99376104579852,-366.28907330567085,-1232.0364601198708,一般发展客户
12779,-55.002788823576296,832.7109266943291,1927.093539880132,重要保持客户
12781,-28.95695549024296,-520.2890733056709,-1227.5264601198705,一般发展客户
12782,-87.90070549024296,-105.28907330567085,276.65353988013067,重要发展客户
12783,-90.17848326802074,-567.2890733056709,171.64353988012908,重要发展客户
12784,-83.16598326802074,-891.2890733056709,-1479.8464601198707,一般发展客户
12785,271.9104056208682,-1060.2890733056709,-1742.3164601198707,一般挽留客户
12787,-82.87848326802074,-930.2890733056709,-1590.606460119871,一般发展客户
12789,-27.07987215690963,-1187.2890733056709,-1962.4164601198709,一般发展客户
12790,99.8923500653126,-1025.2890733056709,-1729.3464601198707,一般挽留客户
12791,281.00832228753484,-1094.2890733056709,-1861.6664601198709,一般挽留客户
12792,164.00207228753482,-974.2890733056709,-1653.7264601198708,一般挽留客户
12793,241.9770722875348,-896.2890733056709,-1508.7864601198708,一般挽留客户
12794,-39.13542771246519,-599.2890733056709,-1193.856460119871,一般发展客户
12795,-73.95001104579852,-1123.2890733056709,-1623.7864601198708,一般发展客户
12797,273.030544509757,-1073.2890733056709,-1800.2364601198708,一般挽留客户
12798,-82.17570549024296,4064.710926694329,4922.773539880129,重要保持客户
12802,94.08540562086814,-877.2890733056709,-1626.6864601198708,一般挽留客户
12808,-55.93473326802074,-1003.2890733056709,-1570.6164601198707,一般发展客户
12809,85.03332228753482,-971.2890733056709,-1564.9564601198708,一般挽留客户
12811,168.0812389542015,-961.2890733056709,-1539.4164601198709,一般挽留客户
12812,-47.92709437913185,-1027.2890733056709,-1824.626460119871,一般发展客户
12814,8.977766731979258,-1142.2890733056709,-1928.3464601198707,一般挽留客户
12815,55.05415562086815,-812.2890733056709,-990.8064601198707,一般挽留客户
12816,2.956933398645926,-1063.2890733056709,-1482.0664601198707,一般挽留客户
12817,188.79929450975703,-1138.2890733056709,-1888.2264601198708,一般挽留客户
12818,168.98123895420147,-262.28907330567085,-512.1864601198708,一般挽留客户
12820,-89.14792771246519,-469.28907330567085,-1111.9264601198709,一般发展客户
12821,121.82498895420149,-1121.2890733056709,-1961.5464601198707,一般挽留客户
12822,-21.934038823576298,-641.2890733056709,-1105.386460119871,一般发展客户
